Brand,City,Country,Sum of Latitude,Sum of Longitude,Postcode,State/Province,Store Name,Store Number
Starbucks,Alexandria,US,38.78,-77.06,223076531,VA,Safeway-Alexandria #1019,74859-99062
Starbucks,Alexandria,US,38.72,-77.12,223094205,VA,Safeway-Alexandria #1283,74332-64239
Starbucks,Alexandria,US,38.83,-77.13,223115800,VA,Mark Shops,7368-1245
Starbucks,Alexandria,US,38.82,-77.16,223121443,VA,Pinecrest,730-977
Starbucks,Alexandria,US,38.8,-77.06,22314,VA,Westin Alexandria - Lobby,70379-103381
Starbucks,Alexandria,US,38.81,-77.05,223141913,VA,North Washington Center,7568-13727
Starbucks,Alexandria,US,38.81,-77.05,223142233,VA,The Monarch,14482-120047
Starbucks,Alexandria,US,38.81,-77.06,223142720,VA,Hilton Alexandria Old Town Lobby,75855-97317
Starbucks,Alexandria,US,38.8,-77.05,223143104,VA,532 King Street,701-1108
Starbucks,Alexandria,US,38.8,-77.04,223143324,VA,King & Union,7904-79182
Starbucks,Alexandria,US,38.81,-77.08,223144518,VA,Alexandria Commons,10090-98950
Starbucks,Alexandria,US,38.81,-77.08,223144518,VA,Giant @ Alexandria #261,20639-113069
Starbucks,Alexandria,US,38.8,-77.07,223144684,VA,Hoffman,8136-83723
Starbucks,Alexandria,US,38.8,-77.06,223146819,VA,Carlyle Center,11824-104645
Starbucks,Alexandria,US,38.77,-77.14,223155704,VA,Giant Landover-Alexandria #232,79357-98320
Starbucks,Alexandria,US,38.75,-77.15,223155876,VA,Safeway-Alexandria #1847,74246-67220
Starbucks,Alexandria,US,45.85,-95.39,563082915,MN,Target Alexandria T-821,16960-177066
Starbucks,Alexandria,US,31.27,-92.46,713013052,LA,Albertsons-Alexandria #2715,73111-21388
Starbucks,Alexandria,US,31.28,-92.47,713014022,LA,Kroger - Alexandria #381,79441-101503
Starbucks,Algonquin,US,42.16,-88.34,60102,IL,Randall & Harnish,18024-182807
Starbucks,Algonquin,US,42.17,-88.34,60102,IL,Super Target Algonquin ST-1801,76107-79323
Starbucks,Algonquin,US,42.16,-88.27,601024519,IL,East Algonquin & Ryan,2626-63429
Starbucks,Alhambra,US,34.09,-118.14,918013329,CA,Target Alhambra T-184,76365-97162
Starbucks,Alhambra,US,34.09,-118.13,918013512,CA,Main & 1st - Alhambra,5380-673
Starbucks,Alhambra,US,34.08,-118.11,918015200,CA,"Valley & Almansor, Alhambra",9385-96258
Starbucks,Alhambra,US,34.09,-118.15,91803,CA,Albertsons - Alhambras 6543,47671-258708
Starbucks,Alhambra,US,34.08,-118.15,918031326,CA,Fremont Ave & Mission Rd,6794-41839
Starbucks,Alhambra,US,34.08,-118.13,918033101,CA,"Atlantic & Valley, Alhambra",11220-104633
Starbucks,Alicante,ES,38.34,-0.49,3003,CL,ECI Alicante,26658-244208
Starbucks,Alicante,ES,38.29,-0.56,3195,ZAB,Alicante,15213-156884
Starbucks,Aliso Viejo,US,33.57,-117.73,92656,CA,Ralphs Aliso Viejo #755,26358-182688
Starbucks,Aliso Viejo,US,33.59,-117.72,926561532,CA,Aliso Creek & Aliso Viejo Pkwy,14049-108022
Starbucks,Aliso Viejo,US,33.57,-117.71,926563038,CA,Target Aliso Viejo T-259,17278-164888
Starbucks,Aliso Viejo,US,33.57,-117.71,926563041,CA,La Paz & Pacific Park,567-509
Starbucks,Allen,US,33.12,-96.65,750022186,TX,Kroger - Allen #548,72562-100224
Starbucks,Allen,US,33.08,-96.64,750025843,TX,Kroger-Allen #544,72968-86561
Starbucks,Allen,US,33.12,-96.66,750028756,TX,Target Allen North T-2516,70358-139509
Starbucks,Allen,US,33.11,-96.7,75013,TX,Alma & Exchange,29135-252019
Starbucks,Allen,US,33.14,-96.68,75013,TX,Hwy 121 & Watters,14344-107964
Starbucks,Allen,US,33.09,-96.68,75013,TX,Market Street - Allen #563,47677-254526
Starbucks,Allen,US,33.1,-96.7,750132844,TX,Kroger-Allen #568,79413-101153
Starbucks,Allen,US,33.1,-96.68,750135427,TX,McDermott & Central Exprwy,6321-7007
Starbucks,Allen,US,33.09,-96.68,750138012,TX,Hwy 75 & Bethany,3475-93157
Starbucks,Allen Park,US,42.28,-83.21,481012870,MI,Target Allen Park T-2033,76489-96277
Starbucks,Allen Park,US,42.28,-83.22,481013149,MI,"Southfield & Outer Dr, Allen Park",9435-96179
Starbucks,Allendale,US,42.97,-85.94,49401,MI,"Family Fare #137-Allendale, MI",19228-186545
Starbucks,Allendale,US,42.96,-85.89,494019401,MI,Grand Valley State University-Allen,25718-108422
Starbucks,Allendale,US,41.03,-74.13,74011711,NJ,Acme - Allendale #1095,73856-93632
Starbucks,Allentown,US,40.6,-75.47,18101,PA,Two City Center Allentown,26156-241967
Starbucks,Allentown,US,40.56,-75.49,181037041,PA,South Mall,10080-99111
Starbucks,Allentown,US,40.61,-75.54,181042318,PA,Target Allentown T-1510,3939-146484
Starbucks,Allentown,US,40.59,-75.55,181044425,PA,Tilghman St.,13542-107034
Starbucks,Allentown,US,40.57,-75.56,18106,PA,PA Allentown Plaza,78015-112584
Starbucks,Allentown,US,40.64,-75.44,18109,PA,Airport Road,11375-103176
Starbucks,Allentown,US,40.65,-75.44,18109,PA,Target Hanover Township T-2399,3874-137944
Starbucks,Alliance,US,40.9,-81.15,44601,OH,"Alliance, West State St.",25031-239605
Starbucks,Alma,US,43.38,-84.67,48801,MI,Alma College - Book Store,29348-252925
Starbucks,Almada,PT,38.66,-9.16,2810-354,11,Almada,1966-135524
Starbucks,Almaty,KZ,43.23,76.96,"",ALA,Dostyk Plaza,47576-255317
Starbucks,Almaty,KZ,43.22,76.93,"",ALA,Esentai Tower,47577-255887
Starbucks,Almaty,KZ,43.2,76.89,"",ALA,MEGA ALMATY,47575-250605
Starbucks,Almaty,KZ,43.24,76.91,0,ALA,Globus BC,48625-260206
Starbucks,Almaty,KZ,43.24,76.91,0,ALA,Globus SEC,48626-260207
Starbucks,Almondsbury,GB,51.54,-2.57,BS32 4TS,ENG,Shire Hotels Aztec West,32368-134291
Starbucks,Aloha,US,45.54,-122.87,970067443,OR,Tanasbourne,442-15
Starbucks,Aloha,US,45.48,-122.86,970073208,OR,Bales Thriftway Farmington,79457-101211
Starbucks,Alor Setar,MY,6.13,100.37,"",2,Aman Central,25680-212065
Starbucks,Alor Setar,MY,6.1,100.38,5400,2,Alor Setar DT,26445-240449
Starbucks,Alpharetta,US,34.15,-84.25,30004,GA,Kroger-Alpharetta #444,79260-97098
Starbucks,Alpharetta,US,34.09,-84.27,30004,GA,Windward & Cingular,8508-246707
Starbucks,Alpharetta,US,34.12,-84.27,300044597,GA,Bethany & Hwy 9,9830-97483
Starbucks,Alpharetta,US,34.08,-84.36,300046698,GA,Crabapple Rd & Houze Rd,10238-100147
Starbucks,Alpharetta,US,34.06,-84.24,30005,GA,Old Milton Pkwy @ State Bridge,8571-64726
Starbucks,Alpharetta,US,34.09,-84.24,300058772,GA,The Terrace @ Windward,8378-13001
Starbucks,Alpharetta,US,34.07,-84.29,300091970,GA,Alpharetta Crossing,8318-7607
Starbucks,Alpharetta,US,34.02,-84.27,30022,GA,Kroger - Alpharetta #344,47269-253127
Starbucks,Alpharetta,US,34.05,-84.29,30022,GA,North Point & Haynes Bridge,26013-239095
Starbucks,Alpharetta,US,34.05,-84.29,30022,GA,Northpoint Mall,8280-1769
Starbucks,Alpharetta,US,34.07,-84.28,30022,GA,Old Milton & Amber Park,27647-247293
Starbucks,Alpharetta,US,33.99,-84.27,300221836,GA,Holcomb Br. @ Barnwell,8449-36141
Starbucks,Alpharetta,US,34.05,-84.28,300223006,GA,Target Alpharetta T-970,76272-89102
Starbucks,Alpharetta,US,34.04,-84.3,300224851,GA,Alpharetta Barnes & Noble,979-6952
Starbucks,Alpharetta,US,34.05,-84.22,300228164,GA,Kroger - Alpharetta GA #390,79299-91580
Starbucks,Alpharetta,US,34.02,-84.27,300228534,GA,Haynes Bridge Village,8202-570
Starbucks,Alpine,US,32.83,-116.75,919012967,CA,"Alpine & South Grade, Alpine",10260-99460
Starbucks,Altamonte Springs,US,28.66,-81.37,32701,FL,Safeway - Altamonte Springs #3304,29952-254207
Starbucks,Altamonte Springs,US,28.66,-81.38,327014407,FL,Renaissance Center,11387-105395
Starbucks,Altamonte Springs,US,28.66,-81.42,32714,FL,434 & Orange,8475-31199
Starbucks,Altamonte Springs,US,28.67,-81.42,32714,FL,Target Altamonte Springs T-647,24857-232566
Starbucks,Altamonte Springs,US,28.69,-81.39,327141942,FL,W SR 434 & Springs Centre Blvd,11037-97631
Starbucks,Altoona,US,41.64,-93.5,50009,IA,3219 8th Street SW - Altoona,21750-213705
Starbucks,Altoona,US,41.64,-93.5,500091024,IA,Target-Altoona T-1939,76273-93200
Starbucks,Altrincham,GB,53.38,-2.35,WA14 2SU,ENG,Altrincham - Sainsbury's,12309-67500
Starbucks,Alvin,US,29.43,-95.23,77511,TX,Hwy 6 & Hwy 35,20134-189307
Starbucks,Alvin,US,29.4,-95.25,77511,TX,Kroger-Alvin #321,72582-106229
Starbucks,Amadora,PT,38.78,-9.22,2650-504,11,Dolce Vita Tejo,3789-122810
Starbucks,Amagasaki,JP,34.76,135.42,661-0001,28,Amagasaki TSUKASHIN,32255-135153
Starbucks,Amagasaki,JP,34.75,135.43,661-0979,28,VIERRA Tsukaguchi,29062-250734
Starbucks,Amarillo,US,35.19,-101.8,791034821,TX,I 40 & Grand,14191-113826
Starbucks,Amarillo,US,35.19,-101.87,791091836,TX,Georgia St. & Austin,6634-71164
Starbucks,Amarillo,US,35.19,-101.93,79121,TX,Target Amarillo - T-221,22314-214967
Starbucks,Amarillo,US,35.18,-101.94,791242012,TX,Soncy Rd & I-40,6757-78160
Starbucks,Amelia,US,39.04,-84.23,45102,OH,Kroger - Amelia #A468,19545-189468
Starbucks,American Canyon,US,38.17,-122.25,945031162,CA,American Canyon & Highway 29,6465-52459
Starbucks,American Canyon,US,38.18,-122.25,945031182,CA,Napa Junction & Hwy 29,9901-96256
Starbucks,American Fork,US,40.37,-111.79,84003,UT,American Fork - 500 E and State,24500-237076
Starbucks,Amersfoort,NL,52.15,5.37,3818 LE,UT,Amersfoort CS,18047-190885
Starbucks,Ames,US,42.02,-93.62,500103317,IA,Ames-Lincoln Way & Washington,11352-98202
Starbucks,Ames,US,42.02,-93.61,500106644,IA,Target Ames T-1170,15214-156752
Starbucks,Ames,US,42.02,-93.62,500106911,IA,Hy Vee Foods-Ames #2,72898-74393
Starbucks,Ames,US,42.02,-93.65,50014,IA,Lincoln Way and Lynn Ave - Ames,25776-242245
Starbucks,Ames,US,42.02,-93.67,500143402,IA,Hy Vee Foods-Ames #1,72897-74390
Starbucks,Amherst,US,42.38,-72.52,10021962,MA,"Amherst, North Pleasant St.",7251-545
Starbucks,Amherst,US,42.98,-78.73,142213600,NY,Williamsville Place,7938-95618
Starbucks,Amherst,US,43,-78.79,142282567,NY,"The Commons, SUNY Buffalo",7318-1048
Starbucks,Amherst,US,43,-78.82,142282704,NY,Target Boulevard Mall T-1010,76778-109264
Starbucks,Amherst,US,43,-78.82,142282705,NY,"Amherst, Niagara Falls Blvd",7327-676
Starbucks,Amherst,US,41.39,-82.23,44001,OH,Middle Ridge Travel Plaza,75576-69581
Starbucks,Amherst,US,41.38,-82.22,44001,OH,Vermillion Valley,75577-69580
Starbucks,Amherst,US,41.41,-82.24,440019654,OH,Target Amherst T-2351,76838-111526
Starbucks,Amityville,US,40.7,-73.43,11701,NY,Amityville- Broadway,24309-237007
Starbucks,Amityville,US,40.67,-73.41,117013420,NY,Stop & Shop-Amityville #550,79470-97520
Starbucks,Amman,JO,31.96,35.95,"",AM,Galleria Mall 2,26149-243750
Starbucks,Amman,JO,32.04,35.78,"",AM,Jordan University,29908-255885
Starbucks,Amman,JO,31.43,35.6,"",AM,Queen Alia Airport Air Side,18429-187745
Starbucks,Amman,JO,31.43,35.6,"",AM,Queen Alia Airport Land Side,18430-187744
Starbucks,Amman,JO,31.96,35.95,"",AM,Total Gas Station,23550-231165
Starbucks,Amman,JO,31.96,35.91,0,AM,Abdali boulevard,47934-260548
Starbucks,Amman,JO,32.04,35.92,962,AM,Al Taj mall,15919-166664
Starbucks,Amman,JO,31.43,35.59,962,AM,Queen Alia Airport North Pier,29563-254254
Starbucks,Amman,JO,31.43,35.59,962,AM,Queen Alia Airport South Pier,29538-254255
Starbucks,Ampang,MY,3.16,101.75,68000,10,Ampang Point,15051-157221
Starbucks,Ampang,MY,3.16,101.75,68000,10,Petronas Ampang Jaya,22143-218093
Starbucks,Amstelveen,NL,52.3,4.86,1181 GE,NH,Amstelveen Mall,18017-180884
Starbucks,Amsterdam,NL,52.38,4.9,1001 RD,NH,Doubletree by Hilton Amsterdam,17313-177109
Starbucks,Amsterdam,NL,52.31,4.95,1011 DS,NH,Amsterdam Bijlmer,15877-165969
Starbucks,Amsterdam,NL,52.38,4.9,1012 AB,NH,Amsterdam (CS) - Westtunnel,4127-199504
Starbucks,Amsterdam,NL,52.38,4.9,1012 AB,NH,Amsterdam Central Station - IJHal,24610-228566
Starbucks,Amsterdam,NL,52.37,4.89,1012LN,NH,Damrak,17864-186764
Starbucks,Amsterdam,NL,52.37,4.89,1017 AW,NH,Bloemenmarkt,19025-192124
Starbucks,Amsterdam,NL,52.37,4.9,1017 CV,NH,Utrechtsestraat 9 - The Bank,16337-164530
Starbucks,Amsterdam,NL,52.36,4.88,1017 NZ,NH,Leidsestraat 101 - Amsterdam,15661-154449
Starbucks,Amsterdam,NL,52.39,4.84,1043 DT,NH,Gouda Station,7159-150805
Starbucks,Amsterdam,NL,52.36,4.88,1054 HL,NH,Overtoom 72,20119-203425
Starbucks,Amsterdam,NL,52.36,4.89,1072 LM,NH,Ferdinand Bolstraat 45,21580-210115
Starbucks,Amsterdam,NL,52.34,4.87,1077 XV,NH,Amsterdam Zuid Station,15480-161126
Starbucks,Amsterdam,NL,52.35,4.88,1077JH,NH,Beethovenstraat 36-38 - Amsterdam,15037-154446
Starbucks,Amsterdam,NL,52.35,4.92,1097 DN,NH,Amsterdam Amstel Station,17906-193387
Starbucks,Amsterdam,NL,52.3,4.96,1105 AZ,NH,Amsterdam Medisch Centrum,22654-223064
Starbucks,Amsterdam,US,42.96,-74.19,120107520,NY,Target Amsterdam T-2461,70085-136616
Starbucks,Anacortes,US,48.51,-122.61,982212325,WA,Commercial & 17th/Anacortes,3279-1869
Starbucks,Anacortes,US,48.51,-122.61,982214131,WA,Safeway-Anacortes #593,74770-75586
Starbucks,Anaheim,US,33.85,-117.92,92801,CA,Harbor & 91 Fwy,23316-206410
Starbucks,Anaheim,US,33.84,-117.94,928014622,CA,Euclid & Crescent,6704-75481
Starbucks,Anaheim,US,33.84,-117.96,928015224,CA,Brookhurst & Alameda,11087-103178
Starbucks,Anaheim,US,33.81,-117.92,92802,CA,Disney California Adventure,17647-184044
Starbucks,Anaheim,US,33.81,-117.92,92802,CA,Disneyland Market House,19824-199324
Starbucks,Anaheim,US,33.81,-117.92,92802,CA,Downtown Disney Store,19311-179845
Starbucks,Anaheim,US,33.81,-117.92,92802,CA,Downtown Disney West,25203-240104
Starbucks,Anaheim,US,33.83,-117.94,928021011,CA,Target Anaheim T-2421,76918-131629
Starbucks,Anaheim,US,33.8,-117.92,928023424,CA,Anaheim Marriott Hotel,72474-26627
Starbucks,Anaheim,US,33.8,-117.92,928023425,CA,Hilton - Anaheim,75597-77705
Starbucks,Anaheim,US,33.82,-117.96,928045314,CA,Brookhurst & Ball,6877-82102
Starbucks,Anaheim,US,33.84,-117.91,928052901,CA,Lincoln & Anaheim,10486-101440
Starbucks,Anaheim,US,33.82,-117.91,928053081,CA,Harbor & Ball,11162-103730
Starbucks,Anaheim,US,33.83,-117.93,928057506,CA,Lincoln & Carleton,10773-97634
Starbucks,Anaheim,US,33.85,-117.89,928062703,CA,State College & Placentia,17850-180364
Starbucks,Anaheim,US,33.8,-117.89,928066067,CA,Katella & State College,5564-1277
Starbucks,Anaheim,US,33.85,-117.84,928071724,CA,Tustin & 91 Fwy,6561-40160
Starbucks,Anaheim,US,33.86,-117.74,92808,CA,Ralph's Anaheim Hills #135,18476-186804
Starbucks,Anaheim,US,33.87,-117.76,928081110,CA,Vons-Anaheim Hills #2216,74800-98365
Starbucks,Anaheim Hills,US,33.86,-117.79,928072106,CA,Imperial & La Palma,663-336
Starbucks,Anaheim Hills,US,33.85,-117.79,928073126,CA,Vons-Anaheim #2103,74622-25767
Starbucks,Anaheim Hills,US,33.85,-117.79,928073229,CA,Santa Ana Canyon & Imperial Hwy,9633-9372
Starbucks,Anaheim Hills,US,33.86,-117.74,928081281,CA,Weir Canyon & Monte Vista,10129-99307
Starbucks,Ancaster,CA,43.22,-79.98,L9G 2B8,ON,220 Wilson St. E & Halson St,23048-225065
Starbucks,Ancaster,CA,43.2,-80.02,L9G 3K9,ON,1100 Wilson Street W & Shaver Road,4901-113505
Starbucks,Ancaster,CA,43.25,-79.95,L9GOE8,ON,Longos Ancaster,49241-265204
Starbucks,Ancaster,CA,43.23,-79.95,L9K 1L5,ON,737 Golf Links Rd,4279-865
Starbucks,Anchorage,US,61.22,-149.89,99501,AK,5th Avenue Mall - Level 2,19819-178265
Starbucks,Anchorage,US,61.15,-149.95,99502,AK,ANC - Baggage Claim,28028-249124
Starbucks,Anchorage,US,61.18,-149.98,99502,AK,ANC Main Terminal Ticketing,75988-107245
Starbucks,Anchorage,US,61.17,-149.98,995021023,AK,"ANC Anchorage S Dom, Term, Conc C",75697-94324
Starbucks,Anchorage,US,61.14,-149.96,995021401,AK,Safeway-Anchorage #1812,79664-81037
Starbucks,Anchorage,US,61.18,-149.88,995037247,AK,Tudor Rd and C Street,11426-99254
Starbucks,Anchorage,US,61.21,-149.74,99504,AK,Fred Meyer-Anchorage East #18,20349-108249
Starbucks,Anchorage,US,61.23,-149.74,99504,AK,Tikahtnu Commons - Anchorage,17941-159568
Starbucks,Anchorage,US,61.21,-149.78,995042300,AK,Safeway-Anchorage #1809,3513-125945
Starbucks,Anchorage,US,61.2,-149.74,995043554,AK,Safeway-Anchorage #1817,74266-52019
Starbucks,Anchorage,US,61.23,-149.74,995046105,AK,Target Anchorage NE T-2371,76943-129964
Starbucks,Anchorage,US,61.23,-149.75,99506,AK,Elmendorf AFB,75323-100264
Starbucks,Anchorage,US,61.18,-149.84,995071128,AK,Tudor & Lake Otis- Anchorage,9622-85633
Starbucks,Anchorage,US,61.14,-149.84,995073444,AK,Safeway-Anchorage #2628,74352-84449
Starbucks,Anchorage,US,61.14,-149.84,995074456,AK,Fred Meyer - Anchorage #656,72727-61659
Starbucks,Anchorage,US,61.22,-149.82,995081928,AK,Safeway - Anchorage #520,79549-106150
Starbucks,Anchorage,US,61.19,-149.87,995084218,AK,Fred Meyer - Anchorage #11,72788-84447
Starbucks,Anchorage,US,61.13,-149.89,99515,AK,100th & C St - Anchorage,24936-233524
Starbucks,Anchorage,US,61.14,-149.92,995151453,AK,Fred Meyer - Anchorage (Dimond) #71,72784-33081
Starbucks,Anchorage,US,61.14,-149.86,995152050,AK,Old Seward & Diamond,8973-85630
Starbucks,Anchorage,US,61.13,-149.88,995152673,AK,Target Anchorage South T-2372,3774-145044
Starbucks,Anchorage,US,61.11,-149.85,995153596,AK,Safeway - Anchorage #1813,12449-152385
Starbucks,Anchorage,US,61.19,-149.92,995173340,AK,Carrs-Anchorage #1805,74430-51979
Starbucks,Anderson,US,34.55,-82.68,29621,SC,Clemson Boulevard & Collett Drive,17084-172564
Starbucks,Anderson,US,34.53,-82.63,29621,SC,SC 81 and Cornelia,26366-240525
Starbucks,Anderson,US,40.14,-85.66,460121551,IN,Kroger-Anderson #814,23187-104074
Starbucks,Anderson,US,40.07,-85.65,460132628,IN,43rd & Scatterfield,9355-96388
Starbucks,Anderson,US,40.45,-122.29,96007,CA,Safeway - Anderson #273,74962-102356
Starbucks,Anderson,US,40.43,-122.29,960079015,CA,Rhonda & Pleasant Hills - Anderson,11828-104527
Starbucks,Andong-si,KR,36.57,128.73,760-080,47,Andong City hall,25857-242527
Starbucks,Andong-si,KR,36.56,128.7,760-310,47,Andong Okdong,23986-233873
Starbucks,Andorra la Vella,AD,42.51,1.53,AD500,7,"Meritxell, 96",47370-257954
Starbucks,Andover,US,42.66,-71.14,18103702,MA,Main St. Andover,885-1789
Starbucks,Andover,US,45.22,-93.32,553044014,MN,Target Andover T-2025,76316-95687
Starbucks,Andover,US,37.7,-97.13,67002,KS,"Dillons-Andover, KS #85",18204-136644
Starbucks,Andrews AFB,US,38.82,-76.88,207626302,MD,Andrews Air Force Base,75346-100076
Starbucks,Angeles City,PH,15.18,120.53,2009,3,Berthaphil III - Clark Center,4031-147145
Starbucks,Angeles City,PH,15.15,120.59,2009,3,Excelsior Bldg - Angeles City,3943-153409
Starbucks,Angeles City,PH,15.16,120.61,2009,3,Marquee Mall,3904-146265
Starbucks,Angeles City,PH,15.15,120.59,2009,3,Nepo Center,25350-240644
Starbucks,Angeles City,PH,15.17,120.58,2009,3,SM City Clark,22493-221625
Starbucks,Angeles City,PH,15.17,120.58,2009,3,SM City Clark - Kiosk,32438-187885
Starbucks,Angels Camp,US,38.08,-120.56,952229332,CA,Hwy 4 & Hwy 49 - Angels Camp,6533-64399
Starbucks,Angono,PH,14.54,121.15,"",40,SM Center Angono,27194-246928
Starbucks,Anjo,JP,34.95,137.08,446-0044,23,Anjo Hyakkoku,6140-149486
Starbucks,Anjo,JP,34.98,137.07,446-0073,23,Anjo Sasame,26892-245413
Starbucks,Anjou,CA,45.6,-73.56,H1M 1W9,QC,Galeries d'Anjou,21120-209165
Starbucks,Ankara,TR,39.9,32.86,0,6,Iran Caddesi,47911-260385
Starbucks,Ankara,TR,39.96,32.76,6000,6,PODIUM AVM,29022-252171
Starbucks,Ankara,TR,39.97,32.82,6010,6,Starbucks,23360-229206
Starbucks,Ankara,TR,39.89,32.93,6105,6,Starbucks,16071-168044
Starbucks,Ankara,TR,39.92,32.8,6105,6,Starbucks,18595-192385
Starbucks,Ankara,TR,39.89,32.81,6105,6,Starbucks,19734-197185
Starbucks,Ankara,TR,39.9,32.86,6105,6,Starbucks,32047-111231
Starbucks,Ankara,TR,40.02,32.82,6290,6,Starbucks,16016-167506
Starbucks,Ankara,TR,39.96,32.63,633,6,YHT Bulvar,48030-261144
Starbucks,Ankara,TR,39.91,32.81,6330,6,Starbucks,19735-197184
Starbucks,Ankara,TR,39.97,32.72,6370,6,Starbucks,25036-239764
Starbucks,Ankara,TR,39.92,32.86,6430,6,Starbucks,19246-200064
Starbucks,Ankara,TR,39.85,32.81,6450,6,One Tower,26850-245866
Starbucks,Ankara,TR,39.88,32.86,6450,6,Starbucks,3029-140428
Starbucks,Ankara,TR,39.85,32.83,6450,6,Starbucks,32119-116864
Starbucks,Ankara,TR,39.92,32.83,6490,6,Starbucks,31706-110204
Starbucks,Ankara,TR,39.93,32.83,6490,6,Starbucks,32786-139653
Starbucks,Ankara,TR,39.9,32.81,6510,6,Besa Kule,27074-246666
Starbucks,Ankara,TR,39.91,32.81,6520,6,Starbucks,42514-96133
Starbucks,Ankara,TR,39.91,32.78,6520,6,Starbucks,6127-149564
Starbucks,Ankara,TR,39.96,33.11,6540,6,GUVEN HOSPITAL,29023-252170
Starbucks,Ankara,TR,39.87,32.86,6550,6,Sinpas Altinoran,27825-248829
Starbucks,Ankara,TR,39.87,32.73,6640,6,Starbucks,15630-163684
Starbucks,Ankara,TR,39.97,32.96,6680,6,Starbucks,23909-234107
Starbucks,Ankara,TR,39.9,32.88,6700,6,Starbucks,30668-100315
Starbucks,Ankara,TR,39.87,32.75,6800,6,Bilkent GSF,50076-272732
Starbucks,Ankara,TR,39.89,32.77,6800,6,Bilkent Station,28745-250829
Starbucks,Ankara,TR,39.91,32.78,6800,6,Cepa,31890-114972
Starbucks,Ankara,TR,39.9,32.77,6800,6,Starbucks,14988-156844
Starbucks,Ankara,TR,39.88,32.76,6800,6,Starbucks,1930-140186
Starbucks,Ankara,TR,39.87,32.75,6800,6,Starbucks,3163-142689
Starbucks,Ankara,TR,39.88,32.76,6800,6,Starbucks,42518-96134
Starbucks,Ankara,TR,39.9,32.76,6810,6,Dora Park,27598-248084
Starbucks,Ankara,TR,39.88,32.65,6810,6,Kuleevo,49904-271248
Starbucks,Ankara,TR,39.88,32.69,6810,6,Starbucks,1335-139657
Starbucks,Ankara,TR,39.9,32.69,6810,6,Starbucks,4182-147824
Starbucks,Ankara,TR,39.85,32.65,6810,6,Yasamkent,50077-272729
Starbucks,Ankara,TR,39.97,32.63,6824,6,Starbucks,31531-107048
Starbucks,Ankara,TR,39.92,32.85,6900,6,Starbucks,16539-156846
Starbucks,Ankara,TR,39.93,32.89,6900,6,Starbucks,18750-195031
Starbucks,Ankara,TR,39.95,32.83,6900,6,Starbucks,31075-103509
Starbucks,Ankara,TR,39.95,32.76,6900,6,Starbucks,32479-131561
Starbucks,Ankara,TR,39.9,32.87,6900,6,Starbucks,42515-96132
Starbucks,Ankara,TR,40.08,32.96,6970,6,Starbucks,25710-242175
Starbucks,Ankara,TR,40.08,32.96,6970,6,Starbucks,25711-242176
Starbucks,Ankeny,US,41.71,-93.58,500213964,IA,Delaware & Shurfine - Ankeny,9266-96097
Starbucks,Ankeny,US,41.71,-93.58,500214592,IA,Super Target Ankeny ST-1767,72188-20782
Starbucks,Ankeny,US,41.71,-93.62,50023,IA,Hy-Vee @ Ankeny #2,21477-212024
Starbucks,Ankeny,US,41.73,-93.6,500231753,IA,Hy-Vee - Ankeny #1,72997-74399
Starbucks,Ann Arbor,US,42.29,-83.84,48103,MI,Jackson and Zeeb,23127-222664
Starbucks,Ann Arbor,US,42.28,-83.78,481033835,MI,Kroger-Ann Arbor #688,72802-74131
Starbucks,Ann Arbor,US,42.24,-83.77,481038999,MI,Target Ann Arbor T-634,76576-99389
Starbucks,Ann Arbor,US,42.24,-83.77,481039711,MI,Meijer-Ann Arbor #64,72810-74347
Starbucks,Ann Arbor,US,42.28,-83.74,481042006,MI,State & Liberty,2359-1328
